UniqueID,Variable,Component,EMS_Code,CAS_ number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
65,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 10 & EMS_0004 >8.7 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(10, exp(1))))+(1.995*8.7)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(10,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
66,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 < 10 & EMS_0004 >8.7 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(10, exp(1))))+(1.995*8.7)+(0.645*log(12.3, exp(1)))+(-0.284*(log(10,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
67,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 < 6 & EMS_1103 < 0.08 ,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*6)+(0.645*log(0.08, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
68,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 < 6 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*6)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
69,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 < 6 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*6)+(0.645*log(12.3, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
70,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 >= 6 & EMS_0004 <= 8.7 & EMS_1103 < 0.08 ,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*EMS_0004)+(0.645*log(0.08, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*EMS_0004))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
71,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 >= 6 & EMS_0004 <= 8.7 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*EMS_0004)+(0.645*log(12.3, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*EMS_0004))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
72,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 > 8.7 & EMS_1103 < 0.08 ,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*8.7)+(0.645*log(0.08, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
73,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 > 8.7 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*8.7)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
74,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >= 10 & EMS_0107 <= 430 & EMS_0004 > 8.7 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(EMS_0107, exp(1))))+(1.995*8.7)+(0.645*log(12.3, exp(1)))+(-0.284*(log(EMS_0107,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
75,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >430 & EMS_0004 < 6 & EMS_1103 < 0.08,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*6)+(0.645*log(0.08, exp(1)))+(-0.284*(log(430,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
76,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >430 & EMS_0004 < 6 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*6)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(430,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
77,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >430 & EMS_0004 < 6 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*6)+(0.645*log(12.3, exp(1)))+(-0.284*(log(430,exp(1))*6))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
78,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 >430 & EMS_0004 >= 6 & EMS_0004 <= 8.7 & EMS_1103 <0.08,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*EMS_0004)+(0.645*log(0.08, exp(1)))+(-0.284*(log(430,exp(1))*EMS_0004))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
79,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 430 & EMS_0004 >= 6 & EMS_0004 <= 8.7 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*EMS_0004)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(430,exp(1))*EMS_0004))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
80,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 430 & EMS_0004 >= 6 & EMS_0004 <= 8.7 & EMS_1103 >12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*EMS_0004)+(0.645*log(12.3, exp(1)))+(-0.284*(log(430,exp(1))*EMS_0004))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
81,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 430 & EMS_0004 > 8.7 & EMS_1103 < 0.08,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*8.7)+(0.645*log(0.08, exp(1)))+(-0.284*(log(430,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
82,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 430 & EMS_0004 >8.7 & EMS_1103 >= 0.08 & EMS_1103 <= 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*8.7)+(0.645*log(EMS_1103, exp(1)))+(-0.284*(log(430,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
83,Aluminum,Total,EMS_AL_T,(7429-90-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,EMS_0107 > 430 & EMS_0004 >8.7 & EMS_1103 > 12.3,"The long-term chronic WQG is valid between hardness 10 and 430 mg/L, pH 6 and 8.7, and DOC 0.08 and 12.3 mg/L. For the water chemistry measurements that are outside the water chemistry ranges please refer to the B.C. Aluminum Water Quality Guidelines - Freshwater Aquatic Life.",No Effect,Upper Limit,"exp((2.255*(log(430, exp(1))))+(1.995*8.7)+(0.645*log(12.3, exp(1)))+(-0.284*(log(430,exp(1))*8.7))-9.898)/3",,ug/L,Approved,"B.C. Ministry of Water, Land and Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_aquatic_life.pdf
84,Aluminum,Total,EMS_AL_T,(7429-90-5),Agriculture - Irrigation,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,5,,mg/L,Approved,"B.C. Ministry of Water, Land and Natural Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_livestock_irrigation_wildlife.pdf
85,Aluminum,Total,EMS_AL_T,(7429-90-5),Agriculture - Livestock,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,5,,mg/L,Approved,"B.C. Ministry of Water, Land and Natural Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_livestock_irrigation_wildlife.pdf
86,Aluminum,Total,EMS_AL_T,(7429-90-5),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,9.5,,mg/L,Approved,"B.C. Ministry of Water, Land and Natural Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf
87,Aluminum,Total,EMS_AL_T,(7429-90-5),Wildlife,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,5,,mg/L,Approved,"B.C. Ministry of Water, Land and Natural Resource Stewardship",,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/aluminum/bc_aluminum_water_quality_guidelines_-_livestock_irrigation_wildlife.pdf
88,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,0<= EMS_0013 & EMS_0013 <= 20 & 6.5 <= EMS_0004 & EMS_0004 <8,,No Effect,Upper Limit,((0.52/(10^(0.03*(20-EMS_0013)))/((1+10^(7.4-EMS_0004))/1.25)/2*0.822)*100)/(1/(10^((0.09018+2729.92/(273.2+EMS_0013))-EMS_0004)+1)*100),,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
89,Ammonia,Total,EMS_0108,(7664-41-7),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,0<= EMS_0013 & EMS_0013 <= 20 & 8 <= EMS_0004 & EMS_0004 <=9,,No Effect,Upper Limit,((0.52/(10^(0.03*(20-EMS_0013)))/2*0.822)*100)/(1/(10^((0.09018+2729.92/(273.2+EMS_0013))-EMS_0004)+1)*100),,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_nitrate_waterqualityguideline_technical.pdf
